Order ID,Order Date,Region,Category,Sub-Category,Sales,Profit
ORD-1814,13-09-2024,South,Furniture,Chairs,196.77,26.14
ORD-1815,06-12-2023,West,Furniture,Bookcases,12.75,-1.03
ORD-1816,07-11-2024,West,Furniture,Chairs,95.42,18.71
ORD-1817,07-02-2024,East,Technology,Accessories,467.62,12.82
ORD-1818,25-02-2023,East,Office Supplies,Storage,89.88,17.0
ORD-1819,08-11-2024,East,Office Supplies,Binders,229.84,41.99
ORD-1820,27-01-2023,West,Office Supplies,Binders,144.49,34.21
ORD-1821,29-04-2024,South,Office Supplies,Art,22.33,2.83
ORD-1822,27-04-2024,East,Office Supplies,Binders,79.97,12.67
ORD-1823,19-10-2024,East,Furniture,Furnishings,135.69,17.38
ORD-1824,14-01-2024,West,Furniture,Furnishings,61.02,10.16
ORD-1825,21-04-2024,West,Technology,Phones,523.09,209.01
ORD-1826,04-06-2023,Central,Office Supplies,Binders,658.03,135.92
ORD-1827,15-11-2024,West,Office Supplies,Paper,335.46,46.43
ORD-1828,20-07-2024,West,Office Supplies,Art,394.26,33.98
ORD-1829,02-07-2024,Central,Technology,Accessories,334.76,48.26
ORD-1830,02-05-2024,West,Office Supplies,Binders,68.41,14.0
ORD-1831,29-05-2024,East,Office Supplies,Paper,286.73,34.28
ORD-1832,04-05-2023,South,Office Supplies,Paper,179.78,28.11
ORD-1833,05-08-2023,Central,Furniture,Furnishings,109.35,1.61
ORD-1834,22-03-2023,South,Office Supplies,Paper,108.36,12.48
ORD-1835,01-09-2024,West,Technology,Phones,670.8,193.89
ORD-1836,31-03-2023,East,Office Supplies,Storage,229.19,60.86
ORD-1837,10-10-2023,East,Technology,Phones,278.46,69.39
ORD-1838,18-12-2024,East,Office Supplies,Art,102.36,4.12
ORD-1839,26-04-2023,East,Furniture,Chairs,171.89,-1.28
ORD-1840,19-04-2023,East,Furniture,Bookcases,104.58,9.95
ORD-1841,02-07-2024,South,Technology,Machines,343.38,92.15
ORD-1842,28-01-2024,Central,Office Supplies,Art,35.85,4.5
ORD-1843,08-02-2023,West,Office Supplies,Art,105.01,3.95
ORD-1844,09-02-2023,East,Technology,Accessories,81.34,26.17
ORD-1845,20-02-2023,Central,Technology,Machines,103.62,15.17
ORD-1846,21-01-2023,West,Technology,Machines,60.73,9.52
ORD-1847,15-10-2023,South,Technology,Phones,176.96,38.22
ORD-1848,22-08-2023,West,Technology,Copiers,691.78,56.35
ORD-1849,25-11-2023,West,Office Supplies,Binders,250.17,21.75
ORD-1850,12-07-2023,East,Technology,Copiers,325.35,48.57
ORD-1851,11-05-2024,Central,Technology,Phones,216.8,26.92
ORD-1852,11-06-2024,Central,Furniture,Furnishings,426.99,-10.08
ORD-1853,19-05-2023,Central,Office Supplies,Binders,20.08,0.92
ORD-1854,27-06-2023,West,Technology,Phones,155.3,20.77
ORD-1855,13-09-2023,West,Furniture,Bookcases,178.99,-12.61
ORD-1856,22-12-2024,West,Office Supplies,Art,186.16,28.24
ORD-1857,01-06-2024,East,Technology,Phones,176.05,30.43
ORD-1858,05-09-2023,East,Office Supplies,Paper,393.63,86.53
ORD-1859,30-04-2024,East,Office Supplies,Paper,265.72,7.48
ORD-1860,22-09-2023,Central,Office Supplies,Storage,28.24,5.48
ORD-1861,29-01-2023,East,Furniture,Tables,413.37,34.14
ORD-1862,15-08-2023,Central,Office Supplies,Storage,102.91,14.63
ORD-1863,29-10-2024,East,Furniture,Chairs,420.6,80.06
ORD-1864,30-04-2024,South,Office Supplies,Binders,117.94,11.74
ORD-1865,18-08-2023,West,Technology,Machines,723.97,140.29
ORD-1866,30-12-2024,South,Office Supplies,Art,84.95,13.05
ORD-1867,21-01-2024,South,Office Supplies,Paper,112.28,11.91
ORD-1868,22-04-2024,West,Office Supplies,Art,218.41,29.52
ORD-1869,21-08-2024,West,Office Supplies,Storage,199.37,-1.7
ORD-1870,28-07-2024,Central,Office Supplies,Storage,122.36,13.83
ORD-1871,01-12-2024,West,Furniture,Bookcases,77.12,10.24
ORD-1872,17-10-2024,West,Furniture,Bookcases,309.09,36.52
ORD-1873,12-07-2023,West,Technology,Phones,258.82,33.89
ORD-1874,06-09-2024,East,Office Supplies,Paper,438.8,42.1
ORD-1875,27-01-2023,Central,Technology,Machines,133.93,29.99
ORD-1876,04-03-2024,East,Technology,Accessories,359.53,88.18
ORD-1877,18-12-2023,Central,Furniture,Furnishings,175.74,24.45
ORD-1878,18-11-2024,East,Office Supplies,Paper,376.67,65.73
ORD-1879,04-11-2024,South,Furniture,Chairs,84.65,4.62
ORD-1880,27-04-2024,West,Furniture,Tables,268.32,38.1
ORD-1881,27-11-2024,South,Office Supplies,Paper,60.32,0.57
ORD-1882,30-12-2023,West,Technology,Copiers,876.99,231.63
ORD-1883,06-12-2023,East,Office Supplies,Art,47.2,8.28
ORD-1884,01-05-2023,East,Technology,Phones,60.16,-0.21
ORD-1885,28-04-2024,South,Office Supplies,Art,74.17,14.0
ORD-1886,26-06-2024,West,Furniture,Tables,138.14,6.97
ORD-1887,21-05-2023,South,Office Supplies,Art,77.77,18.31
ORD-1888,27-05-2023,West,Technology,Phones,174.45,26.3
ORD-1889,14-05-2024,West,Technology,Machines,518.94,121.43
ORD-1890,11-10-2024,West,Office Supplies,Paper,100.12,14.66
ORD-1891,22-06-2023,East,Furniture,Chairs,84.47,-4.14
ORD-1892,13-05-2023,East,Office Supplies,Art,16.75,2.72
ORD-1893,15-03-2024,South,Office Supplies,Binders,159.45,26.11
ORD-1894,30-06-2024,West,Office Supplies,Binders,65.35,0.71
ORD-1895,26-11-2023,Central,Office Supplies,Binders,101.73,5.28
ORD-1896,23-11-2024,West,Technology,Accessories,122.1,24.59
ORD-1897,11-12-2024,South,Office Supplies,Binders,209.95,33.3
ORD-1898,28-01-2024,East,Office Supplies,Binders,114.56,28.33
ORD-1899,16-02-2023,West,Furniture,Bookcases,333.52,-20.4
ORD-1900,20-03-2024,South,Technology,Machines,83.33,22.86
ORD-1901,16-05-2024,East,Furniture,Furnishings,403.31,64.62
ORD-1902,20-01-2023,West,Technology,Accessories,247.08,59.92
ORD-1903,05-08-2023,Central,Office Supplies,Paper,102.75,9.79
ORD-1904,07-05-2023,East,Office Supplies,Binders,43.26,7.27
ORD-1905,20-01-2024,South,Furniture,Chairs,45.96,-0.82
ORD-1906,31-08-2024,South,Office Supplies,Binders,123.91,19.28
ORD-1907,19-02-2023,Central,Office Supplies,Art,27.87,-0.85
ORD-1908,07-05-2023,East,Office Supplies,Paper,312.83,63.95
ORD-1909,30-07-2023,Central,Office Supplies,Storage,121.26,4.72
ORD-1910,06-03-2024,Central,Office Supplies,Storage,128.71,11.99
ORD-1911,29-09-2024,East,Furniture,Chairs,111.86,-7.77
ORD-1912,07-06-2024,Central,Furniture,Chairs,258.84,8.84
ORD-1913,19-04-2023,East,Office Supplies,Storage,175.43,16.85
ORD-1914,19-06-2024,South,Office Supplies,Art,110.09,12.81
ORD-1915,30-10-2023,West,Office Supplies,Paper,94.01,22.29
ORD-1916,05-12-2024,South,Office Supplies,Binders,219.51,48.2
ORD-1917,14-01-2023,Central,Technology,Copiers,232.8,45.32
ORD-1918,02-06-2023,South,Technology,Phones,437.73,77.09
ORD-1919,14-04-2023,South,Office Supplies,Art,280.4,15.7
ORD-1920,31-10-2023,West,Furniture,Tables,229.24,3.88
ORD-1921,10-02-2023,South,Office Supplies,Storage,212.33,15.17
ORD-1922,12-03-2024,Central,Furniture,Chairs,193.39,2.83
ORD-1923,10-01-2023,South,Office Supplies,Paper,18.21,3.09
ORD-1924,03-12-2023,East,Office Supplies,Storage,51.66,0.12
ORD-1925,06-04-2023,East,Office Supplies,Binders,95.74,-5.4
ORD-1926,15-02-2024,East,Office Supplies,Art,351.12,69.33
ORD-1927,07-12-2024,South,Technology,Accessories,435.7,37.57
ORD-1928,26-04-2023,West,Technology,Accessories,369.88,129.94
ORD-1929,17-04-2023,East,Office Supplies,Art,212.28,50.2
ORD-1930,05-07-2023,East,Technology,Phones,448.1,117.58
ORD-1931,01-12-2024,South,Technology,Accessories,372.5,42.42
ORD-1932,09-05-2024,South,Furniture,Furnishings,87.94,9.98
ORD-1933,27-03-2024,West,Furniture,Bookcases,296.25,31.28
ORD-1934,13-01-2023,Central,Office Supplies,Paper,175.5,41.3
ORD-1935,16-11-2024,South,Office Supplies,Binders,130.93,25.57
ORD-1936,19-03-2024,Central,Furniture,Bookcases,155.32,-14.92
ORD-1937,10-11-2024,Central,Office Supplies,Binders,60.37,4.1
ORD-1938,12-01-2023,Central,Furniture,Furnishings,90.05,-2.93
ORD-1939,22-05-2024,South,Furniture,Furnishings,158.88,25.15
ORD-1940,25-11-2023,West,Technology,Phones,501.55,76.27
ORD-1941,03-06-2024,West,Office Supplies,Art,248.52,50.31
ORD-1942,29-08-2023,West,Office Supplies,Art,515.24,16.55
ORD-1943,01-04-2023,South,Office Supplies,Binders,129.22,21.23
ORD-1944,24-05-2024,Central,Furniture,Furnishings,85.34,-1.98
ORD-1945,27-02-2024,West,Office Supplies,Binders,240.9,2.56
ORD-1946,10-09-2024,South,Office Supplies,Paper,225.72,36.79
ORD-1947,01-11-2024,Central,Technology,Machines,169.45,43.75
ORD-1948,25-02-2023,Central,Technology,Machines,96.02,32.98
ORD-1949,27-07-2024,Central,Office Supplies,Storage,154.63,-0.8
ORD-1950,08-04-2024,West,Technology,Accessories,104.25,32.99
ORD-1951,03-01-2023,West,Technology,Machines,237.8,64.96
ORD-1952,14-07-2024,East,Technology,Phones,187.83,49.67
ORD-1953,18-06-2023,East,Technology,Copiers,449.67,117.47
ORD-1954,20-04-2023,West,Furniture,Chairs,223.53,-2.34
ORD-1955,07-02-2024,West,Technology,Accessories,297.05,55.41
ORD-1956,13-12-2023,West,Office Supplies,Binders,30.34,5.2
ORD-1957,06-04-2024,East,Office Supplies,Paper,236.15,53.44
ORD-1958,25-05-2024,West,Technology,Copiers,613.67,246.7
ORD-1959,22-08-2024,East,Office Supplies,Paper,184.51,37.57
ORD-1960,09-12-2024,East,Technology,Accessories,1110.89,167.51
ORD-1961,17-04-2023,East,Office Supplies,Storage,218.28,1.76
ORD-1962,31-05-2024,South,Office Supplies,Paper,97.83,16.13
ORD-1963,08-10-2023,East,Office Supplies,Storage,236.67,45.16
ORD-1964,08-04-2024,Central,Furniture,Bookcases,158.4,-4.49
ORD-1965,19-12-2024,East,Office Supplies,Paper,63.05,15.04
ORD-1966,25-07-2023,West,Technology,Machines,489.71,35.42
ORD-1967,19-11-2024,West,Technology,Accessories,829.6,277.21
ORD-1968,30-05-2024,East,Office Supplies,Binders,204.93,7.84
ORD-1969,27-12-2023,East,Office Supplies,Art,227.38,11.28
ORD-1970,21-11-2024,Central,Technology,Machines,554.72,137.22
ORD-1971,08-03-2024,Central,Office Supplies,Binders,317.32,59.76
ORD-1972,26-01-2024,West,Office Supplies,Paper,76.95,28.08
ORD-1973,01-10-2023,Central,Furniture,Bookcases,197.46,-17.4
ORD-1974,30-11-2024,West,Technology,Machines,477.18,131.95
ORD-1975,28-07-2023,Central,Furniture,Furnishings,115.82,3.69
ORD-1976,15-04-2023,East,Office Supplies,Paper,80.03,8.65
ORD-1977,24-10-2024,East,Furniture,Bookcases,80.7,10.07
ORD-1978,10-12-2024,Central,Technology,Copiers,261.69,57.88
ORD-1979,02-03-2024,South,Technology,Machines,361.64,49.49
ORD-1980,19-07-2024,West,Technology,Accessories,600.02,124.49
ORD-1981,27-09-2024,South,Technology,Copiers,133.47,24.07
ORD-1982,19-08-2023,South,Technology,Machines,254.44,58.74
ORD-1983,25-08-2024,East,Office Supplies,Paper,132.42,7.98
ORD-1984,29-10-2023,East,Technology,Phones,159.78,20.69
ORD-1985,11-07-2023,South,Technology,Phones,136.32,23.38
ORD-1986,22-01-2024,West,Furniture,Bookcases,48.02,-0.27
ORD-1987,14-05-2023,West,Technology,Phones,107.8,10.33
ORD-1988,05-12-2023,East,Technology,Phones,282.47,40.11
ORD-1989,07-06-2023,South,Office Supplies,Storage,80.19,10.79
ORD-1990,17-05-2024,Central,Office Supplies,Binders,90.38,13.25
ORD-1991,25-12-2024,West,Furniture,Tables,234.75,-12.16
ORD-1992,17-06-2024,West,Office Supplies,Art,410.92,58.59
ORD-1993,10-07-2024,East,Furniture,Tables,242.42,90.46
ORD-1994,07-08-2023,Central,Office Supplies,Storage,33.53,6.12
ORD-1995,12-08-2023,South,Office Supplies,Art,107.63,5.74
ORD-1996,28-07-2024,Central,Technology,Phones,75.98,-2.45
ORD-1997,28-04-2023,Central,Office Supplies,Paper,366.55,67.86
ORD-1998,10-02-2023,Central,Office Supplies,Binders,87.88,16.21
ORD-1999,31-01-2024,West,Technology,Phones,247.5,70.42
ORD-2000,13-06-2024,Central,Office Supplies,Art,343.0,39.11
ORD-2001,13-05-2024,West,Technology,Accessories,678.3,131.45
ORD-2002,25-11-2023,East,Technology,Accessories,307.91,94.05
ORD-2003,04-07-2024,East,Office Supplies,Paper,407.35,39.95
ORD-2004,17-11-2024,East,Furniture,Furnishings,255.93,-25.75
ORD-2005,17-04-2023,West,Technology,Copiers,1119.61,206.12
ORD-2006,24-10-2024,Central,Furniture,Tables,19.38,2.98
ORD-2007,25-01-2023,East,Office Supplies,Binders,180.4,5.81
ORD-2008,17-03-2023,West,Technology,Phones,144.16,18.52
ORD-2009,11-08-2024,Central,Technology,Copiers,137.59,38.98
ORD-2010,02-02-2024,East,Office Supplies,Storage,162.32,25.26
ORD-2011,18-01-2023,East,Furniture,Chairs,463.84,-5.37
ORD-2012,18-10-2024,Central,Furniture,Chairs,180.87,-9.29
ORD-2013,18-12-2024,South,Office Supplies,Binders,75.33,11.96
ORD-2014,24-10-2023,Central,Office Supplies,Binders,70.05,4.61
ORD-2015,16-10-2023,Central,Office Supplies,Art,60.87,2.99
ORD-2016,07-11-2024,West,Furniture,Tables,296.17,28.14
ORD-2017,20-05-2023,Central,Technology,Machines,127.5,31.34
ORD-2018,11-10-2024,West,Office Supplies,Storage,98.35,9.74
ORD-2019,12-01-2023,East,Office Supplies,Binders,70.98,4.73
ORD-2020,12-02-2023,West,Office Supplies,Binders,165.97,31.73
ORD-2021,09-11-2023,West,Technology,Machines,264.69,65.05
ORD-2022,05-08-2023,East,Office Supplies,Paper,44.07,9.42
ORD-2023,14-06-2023,West,Office Supplies,Storage,132.04,17.34
ORD-2024,18-07-2023,West,Office Supplies,Binders,30.95,3.77
ORD-2025,16-07-2024,East,Office Supplies,Storage,278.14,-13.0
ORD-2026,18-11-2024,West,Furniture,Furnishings,689.01,-93.96
ORD-2027,05-12-2023,East,Office Supplies,Paper,122.9,9.15
ORD-2028,13-04-2023,West,Furniture,Tables,302.96,-14.47
ORD-2029,22-11-2023,East,Office Supplies,Storage,100.63,8.45
ORD-2030,11-12-2024,East,Office Supplies,Storage,344.86,50.35
ORD-2031,20-11-2023,South,Furniture,Bookcases,111.16,14.7
ORD-2032,10-09-2023,Central,Technology,Copiers,646.69,87.95
ORD-2033,11-10-2023,South,Furniture,Bookcases,138.73,8.57
ORD-2034,06-05-2024,East,Office Supplies,Storage,352.39,22.48
ORD-2035,13-05-2024,East,Furniture,Chairs,74.81,4.56
ORD-2036,15-10-2023,South,Furniture,Tables,187.9,25.07
ORD-2037,27-09-2023,Central,Office Supplies,Binders,32.2,6.1
ORD-2038,20-01-2023,South,Office Supplies,Art,80.23,11.75
ORD-2039,27-08-2024,West,Furniture,Bookcases,554.83,86.07
ORD-2040,10-07-2024,South,Office Supplies,Paper,45.26,0.8
ORD-2041,10-01-2024,East,Technology,Machines,58.43,9.39
ORD-2042,18-05-2023,East,Office Supplies,Art,107.39,2.97
ORD-2043,08-01-2024,East,Office Supplies,Paper,194.19,5.47
ORD-2044,10-06-2024,West,Furniture,Tables,230.66,24.95
ORD-2045,10-05-2024,South,Furniture,Furnishings,136.56,-19.89
ORD-2046,26-08-2023,West,Office Supplies,Binders,484.54,89.78
ORD-2047,15-11-2024,West,Technology,Machines,194.28,72.8
ORD-2048,02-02-2024,East,Office Supplies,Binders,125.97,21.1
ORD-2049,10-02-2023,South,Office Supplies,Storage,58.24,4.15
ORD-2050,27-09-2023,East,Office Supplies,Art,77.96,-2.4
ORD-2051,31-10-2024,East,Office Supplies,Binders,197.97,14.72
ORD-2052,13-06-2024,West,Technology,Accessories,291.95,4.36
ORD-2053,12-06-2024,East,Technology,Machines,79.96,31.88
ORD-2054,13-05-2024,Central,Technology,Phones,231.29,22.93
ORD-2055,28-05-2024,South,Office Supplies,Paper,255.83,13.38
ORD-2056,20-03-2023,East,Furniture,Tables,669.37,98.52
ORD-2057,11-07-2023,West,Office Supplies,Binders,59.26,2.56
ORD-2058,07-11-2024,West,Technology,Phones,591.57,148.27
ORD-2059,08-05-2024,Central,Office Supplies,Paper,45.95,14.38
ORD-2060,24-10-2024,South,Furniture,Chairs,174.83,-5.51
ORD-2061,11-05-2023,East,Furniture,Chairs,223.92,5.49
ORD-2062,09-08-2024,West,Furniture,Tables,572.56,24.1
ORD-2063,13-06-2024,South,Office Supplies,Binders,156.22,13.58
ORD-2064,08-11-2024,Central,Technology,Accessories,923.33,53.88
ORD-2065,04-04-2024,East,Office Supplies,Art,240.85,49.76
ORD-2066,24-06-2023,West,Office Supplies,Paper,121.13,-6.44
ORD-2067,19-08-2024,Central,Furniture,Bookcases,129.44,-2.59
ORD-2068,21-06-2023,Central,Office Supplies,Art,238.15,27.28
ORD-2069,02-09-2024,East,Furniture,Furnishings,105.69,-0.44
ORD-2070,16-05-2023,West,Furniture,Furnishings,350.9,37.94
ORD-2071,03-06-2023,East,Furniture,Chairs,292.72,-51.04
ORD-2072,28-06-2024,East,Furniture,Furnishings,157.63,14.24
ORD-2073,06-11-2024,West,Office Supplies,Binders,563.54,-44.56
ORD-2074,25-11-2024,Central,Office Supplies,Storage,71.54,9.5
ORD-2075,14-02-2023,Central,Office Supplies,Art,125.74,11.64
ORD-2076,26-01-2024,East,Technology,Phones,305.65,69.28
ORD-2077,11-03-2024,West,Office Supplies,Paper,82.5,6.03
ORD-2078,27-03-2023,West,Technology,Copiers,358.73,-6.65
ORD-2079,21-09-2023,West,Technology,Phones,1023.72,248.3
ORD-2080,14-08-2024,East,Office Supplies,Art,333.41,27.6
ORD-2081,01-11-2024,West,Technology,Copiers,343.81,128.41
ORD-2082,06-01-2024,West,Office Supplies,Storage,86.46,9.23
ORD-2083,25-09-2023,South,Office Supplies,Storage,66.33,9.64
ORD-2084,18-09-2024,West,Office Supplies,Paper,216.83,5.21
ORD-2085,28-02-2024,East,Office Supplies,Paper,123.8,-0.14
ORD-2086,15-01-2024,East,Office Supplies,Storage,193.87,28.75
ORD-2087,14-08-2024,West,Technology,Accessories,403.18,89.72
ORD-2088,06-11-2024,West,Furniture,Tables,383.79,86.63
ORD-2089,13-04-2023,West,Office Supplies,Storage,112.29,6.89
ORD-2090,17-07-2024,East,Office Supplies,Binders,464.95,44.69
ORD-2091,14-06-2023,East,Office Supplies,Binders,187.68,40.55
ORD-2092,29-05-2023,East,Office Supplies,Binders,170.99,30.54
ORD-2093,07-03-2023,West,Office Supplies,Binders,148.83,17.19
ORD-2094,29-01-2024,South,Office Supplies,Storage,249.48,43.37
ORD-2095,29-12-2024,South,Furniture,Tables,29.01,1.12
ORD-2096,17-10-2024,East,Furniture,Bookcases,284.7,58.92
ORD-2097,19-07-2023,West,Office Supplies,Paper,101.07,11.08
ORD-2098,21-09-2024,West,Furniture,Tables,571.69,33.62
ORD-2099,01-11-2024,West,Furniture,Bookcases,185.81,-6.98
ORD-2100,14-02-2024,East,Office Supplies,Paper,199.16,30.97
ORD-2101,14-06-2024,West,Technology,Phones,113.64,27.85
ORD-2102,16-07-2024,West,Technology,Machines,78.68,13.16
ORD-2103,22-12-2023,South,Furniture,Tables,121.29,11.73
ORD-2104,10-04-2024,South,Office Supplies,Storage,136.58,7.21
ORD-2105,29-06-2023,East,Furniture,Chairs,179.44,31.55
ORD-2106,30-05-2024,West,Technology,Machines,846.0,137.59
ORD-2107,04-07-2024,Central,Office Supplies,Art,81.38,8.86
ORD-2108,22-01-2024,East,Technology,Machines,444.92,92.7
ORD-2109,14-04-2024,Central,Technology,Phones,140.91,29.21
ORD-2110,08-05-2024,West,Furniture,Tables,174.91,-5.46
ORD-2111,24-11-2024,Central,Technology,Copiers,572.03,15.38
ORD-2112,28-12-2023,East,Furniture,Bookcases,540.18,-85.38
ORD-2113,12-09-2023,West,Office Supplies,Storage,355.28,56.09
ORD-2114,19-03-2023,East,Furniture,Bookcases,173.55,-4.45
ORD-2115,29-12-2023,West,Office Supplies,Paper,183.82,28.42
ORD-2116,30-11-2024,South,Furniture,Tables,217.56,27.47
ORD-2117,29-08-2023,Central,Technology,Accessories,137.53,25.98
ORD-2118,23-08-2023,West,Furniture,Bookcases,183.28,24.06
ORD-2119,09-06-2023,Central,Furniture,Chairs,88.69,-26.5
ORD-2120,23-11-2024,South,Office Supplies,Binders,85.68,14.9
ORD-2121,08-07-2024,South,Technology,Machines,14.99,4.99
ORD-2122,27-09-2024,West,Technology,Machines,610.14,111.54
ORD-2123,17-05-2024,West,Technology,Machines,269.34,22.78
ORD-2124,12-02-2024,West,Office Supplies,Binders,32.8,8.05
ORD-2125,22-06-2024,Central,Office Supplies,Binders,59.71,0.87
ORD-2126,29-05-2024,West,Technology,Accessories,514.39,86.8
ORD-2127,13-04-2024,South,Office Supplies,Art,173.22,0.46
ORD-2128,20-11-2023,Central,Furniture,Tables,112.44,12.59
ORD-2129,24-01-2024,East,Office Supplies,Storage,292.83,9.28
ORD-2130,11-07-2023,East,Furniture,Furnishings,165.11,36.02
ORD-2131,19-09-2024,West,Furniture,Furnishings,144.35,22.69
ORD-2132,04-08-2023,East,Technology,Machines,818.43,140.75
ORD-2133,15-02-2024,West,Furniture,Tables,40.96,-5.5
ORD-2134,12-08-2024,Central,Technology,Machines,33.58,10.56
ORD-2135,30-08-2023,East,Technology,Accessories,314.16,68.65
ORD-2136,30-05-2023,Central,Technology,Copiers,284.67,98.77
ORD-2137,10-01-2023,West,Office Supplies,Storage,215.29,9.43
ORD-2138,13-05-2024,West,Office Supplies,Binders,101.66,16.97
ORD-2139,12-02-2024,West,Furniture,Tables,177.1,27.99
ORD-2140,18-09-2023,East,Office Supplies,Art,211.43,40.62
ORD-2141,09-12-2023,West,Office Supplies,Storage,491.8,87.96
ORD-2142,19-12-2023,West,Furniture,Tables,709.48,113.63
ORD-2143,13-08-2024,East,Office Supplies,Paper,83.1,2.99
ORD-2144,19-10-2023,East,Office Supplies,Art,257.07,14.23
ORD-2145,02-04-2024,South,Office Supplies,Storage,184.48,26.33
ORD-2146,19-04-2024,Central,Furniture,Tables,72.72,1.14
ORD-2147,17-10-2024,Central,Office Supplies,Art,87.61,-3.69
ORD-2148,15-03-2023,West,Office Supplies,Storage,152.04,14.33
ORD-2149,21-11-2023,Central,Technology,Copiers,119.48,46.73
ORD-2150,05-10-2023,South,Technology,Machines,130.21,14.71
ORD-2151,24-08-2024,East,Office Supplies,Paper,176.41,34.41
ORD-2152,08-07-2023,South,Furniture,Tables,83.91,4.2
ORD-2153,08-11-2024,West,Technology,Phones,89.22,27.29
ORD-2154,04-08-2023,West,Furniture,Chairs,155.46,2.56
ORD-2155,29-04-2024,East,Furniture,Furnishings,250.17,-43.27
ORD-2156,20-06-2024,Central,Furniture,Bookcases,180.24,12.31
ORD-2157,24-09-2024,West,Office Supplies,Art,361.72,47.69
ORD-2158,13-11-2023,West,Technology,Copiers,666.83,57.5
ORD-2159,03-10-2024,West,Office Supplies,Paper,146.0,18.06
ORD-2160,30-01-2023,West,Office Supplies,Storage,370.07,7.53
ORD-2161,02-05-2024,East,Technology,Machines,131.2,21.28
ORD-2162,15-07-2024,East,Technology,Accessories,146.17,33.43
ORD-2163,28-08-2024,East,Office Supplies,Art,277.25,49.26
ORD-2164,20-06-2024,Central,Office Supplies,Storage,38.61,2.29
ORD-2165,08-05-2024,East,Technology,Copiers,574.58,122.63
ORD-2166,12-11-2023,East,Furniture,Bookcases,321.9,122.94
ORD-2167,11-01-2023,West,Technology,Accessories,32.74,9.42
ORD-2168,19-12-2023,West,Office Supplies,Art,50.49,3.66
ORD-2169,03-05-2024,West,Technology,Machines,185.69,31.79
ORD-2170,03-09-2024,West,Furniture,Bookcases,375.59,31.16
ORD-2171,13-07-2023,East,Office Supplies,Art,348.7,51.27
ORD-2172,13-09-2023,West,Technology,Copiers,250.95,9.22
ORD-2173,23-01-2024,West,Furniture,Tables,89.15,16.62
ORD-2174,13-06-2024,Central,Technology,Machines,99.03,23.04
ORD-2175,19-10-2023,Central,Office Supplies,Storage,246.94,50.6
ORD-2176,27-02-2024,West,Furniture,Tables,240.22,43.24
ORD-2177,24-10-2023,West,Office Supplies,Art,62.97,9.82
ORD-2178,06-10-2023,Central,Office Supplies,Storage,84.67,-1.61
ORD-2179,20-01-2023,West,Technology,Phones,231.79,56.01
ORD-2180,10-07-2023,South,Furniture,Tables,671.89,-18.18
ORD-2181,24-03-2024,Central,Furniture,Tables,191.36,-11.19
ORD-2182,16-01-2023,East,Office Supplies,Storage,241.49,4.44
ORD-2183,25-05-2024,South,Office Supplies,Binders,114.04,8.31
ORD-2184,05-12-2023,West,Technology,Accessories,215.59,19.85
ORD-2185,27-02-2023,West,Office Supplies,Art,467.09,77.5
ORD-2186,05-07-2023,West,Technology,Copiers,325.87,135.69
ORD-2187,13-01-2023,West,Technology,Accessories,432.65,164.25
ORD-2188,30-01-2024,Central,Office Supplies,Binders,90.76,9.76
ORD-2189,23-07-2023,East,Technology,Accessories,113.92,36.8
ORD-2190,29-04-2024,East,Technology,Machines,662.36,94.12
ORD-2191,12-06-2023,East,Furniture,Chairs,336.59,11.3
ORD-2192,17-09-2023,East,Furniture,Bookcases,248.27,-16.75
ORD-2193,23-02-2023,South,Furniture,Chairs,98.22,2.96
ORD-2194,30-08-2023,Central,Office Supplies,Paper,40.58,4.94
ORD-2195,10-10-2023,East,Office Supplies,Paper,57.36,-0.86
ORD-2196,10-01-2023,South,Office Supplies,Art,97.31,19.15
ORD-2197,05-12-2024,East,Office Supplies,Binders,87.43,24.15
ORD-2198,12-09-2023,West,Furniture,Bookcases,434.99,48.42
ORD-2199,02-10-2024,West,Office Supplies,Paper,165.0,4.02
ORD-2200,19-12-2024,East,Furniture,Furnishings,37.65,8.62
ORD-2201,27-08-2023,West,Office Supplies,Storage,226.12,9.69
ORD-2202,25-03-2024,Central,Furniture,Furnishings,83.56,10.96
ORD-2203,02-01-2024,Central,Furniture,Chairs,593.61,114.49
ORD-2204,11-05-2024,Central,Office Supplies,Art,20.08,3.89
ORD-2205,14-07-2023,East,Office Supplies,Storage,79.39,10.02
ORD-2206,24-04-2024,West,Technology,Accessories,262.28,73.54
ORD-2207,12-03-2023,East,Office Supplies,Storage,146.34,16.67
ORD-2208,08-07-2024,East,Furniture,Furnishings,115.25,8.15
ORD-2209,09-07-2023,South,Office Supplies,Storage,161.94,38.72
ORD-2210,27-09-2024,West,Technology,Copiers,472.98,55.28
ORD-2211,14-07-2023,East,Office Supplies,Paper,217.09,35.95
ORD-2212,19-09-2024,West,Office Supplies,Storage,410.39,22.54
ORD-2213,24-04-2023,West,Office Supplies,Binders,236.61,-19.54
ORD-2214,13-05-2023,West,Furniture,Chairs,274.6,29.31
ORD-2215,12-05-2024,West,Furniture,Furnishings,140.03,0.23
ORD-2216,04-11-2024,East,Office Supplies,Storage,51.09,12.38
ORD-2217,20-02-2023,East,Office Supplies,Binders,270.51,36.96
ORD-2218,14-01-2023,South,Furniture,Furnishings,125.7,-15.58
ORD-2219,23-03-2023,East,Office Supplies,Storage,207.91,31.91
ORD-2220,25-07-2024,Central,Technology,Machines,442.35,63.73
